text,label
The Tenants shall not sublet the property.,none
The Tenants shall have no more than 8 (eight) persons reside or sleep on the premises.,none
"The Tenants shall not create noise or disturbances likely to disturb or annoy the surrounding property owners.', 'Quiet hour starts at 10 PM and Pool and outdoor noise should be kept to a minimum.",none
There shall be no smoking inside the premises.,none
"Landlord shall provide towels, linens, cups, knives, forks, spoons, dishes, and other items as commonly used by the Landlord’s family.', 'Toilet paper, soap, dish detergent, laundry soap, shampoos, and other consumables are to be purchased by the Tennant.', 'No reimbursement will be made for unused consumables left at the premises.', 'If consumables exist at the premises when the Tenant arrives the Tenant is free to use them...",none
"Tenant agrees that Air conditioning shall not be set below 75 degrees and heat shall not be set above 78, and that the fan setting shall be “Auto”.', 'Doors and windows shall be closed when either heat or air conditioning is in operation.",none
"""The Tenants and Tenants' Guests shall hereby indemnify and hold harmless the Landlord against any and all claims of personal injury or property damage or loss arising from use of the premises regardless of the nature of the accident, injury or loss."", 'Tenants expressly recognize that any insurance for property damage or loss which the Landlord may maintain on the property does not cover the personal property of Tenants, and that Tenants should purchase their own insurance for Tenants and Guests if such coverage is desired.",none
"""Tenants agree to pay all reasonable costs, attorney's fees and expenses that shall be made or incurred by Landlord enforcing this agreement.""",none
"Cable TV is provided and service level has been chosen by the Landlord.', 'No refund of rents shall be given for outages, content, lack of content, or personal preferences with regard to cable TV service.",none
"We occasionally experience outages that are beyond our control.', 'No refunds or compensation will be given for any outages.",none
There shall be no refunds of rents due to shortened stays or ruined expectations because of weather conditions.,none
"Tenant agrees not to access the “owner’s closet”, even if unlocked, which contains cleaning supplies and chemicals that could be hazardous to children and adults.', 'The owners closet is located under the stairs.",none
There shall be no refunds of rents because of shortened stays or ruined expectations due to work and family emergencies or other commitments.,none
"It is the tenant’s responsibility to learn about safety precautions, warning signs of water conditions, and safety procedures concerning swimming in or being around the pool.', 'Tenant agrees to have a responsible adult supervising minors while they swim in the pool.', 'Tenant is hereby notified that the pool can be dangerous and tenant accepts fully the risks involved.",none
"Tenant agrees to have a responsible adult supervising minors while they are on the boat dock.', 'Tenant is hereby notified that the boat dock can be dangerous and tenant accepts fully the risks involved.', 'No swimming is permitted from the dock.",none
"Please sign and return this Agreement by mail, fax or scanned email attachment.",none
"Landlord address: Lagoon Landings LLC, 608 Adelynn Court South, Franklin, TN 37064 email: jim@lagoonlandings.com fax number 615-599-4092",none
(We) agree to abide by the above conditions and hereby swear that the information provided above is true:,none
RENTAL AGREEMENT,none
"THIS RENTAL AGREEMENT is made and executed into on this first day of September 2011 (01-09-2011) at Bangalore by and between Mr. S Parthasarathy, son of SS Ayyangar, aged 69 years, residing at Plot No: 87 A, Road No: 9, Film Nagar, Jubilee Hills, Hyderabad - 500096, hereinafter called the “OWNER” on the ONE PART and Mr. Hari Kiran Tholeti, son of Sambasiva Rao, aged 36 years, residing at Flat 202, Plot 36, Sri Venkateswara Residency, Central Excise Colony, Bagamberpet, Hyderabad - 500013, hereinafter called the “TENANT” of the OTHER PART.",none
WITHNESSTH AS FOLLOWS:,none
"WHEREAS, Mr. S Parthasarathy, is the absolute owner of the premises house bearing Flat No: 121 (7th Floor), D5 Block and car parking bearing No: CS 123/35A, Kendriya Vihar, Bangalore-Bellary Road, Yelahanka, Bangalore- 560064, hereinafter referred to as the “SCHEDULED PREMISES” and particularly described in the schedule and whereas the Owner has agreed to let out the said premises to the Tenant has agreed to take on the rent the scheduled premises on the following terms and conditions as follows:",none
"The Owner has agreed to let out the above said premises to the Tenant for a monthly rent of Rs.9,000/- (Rupees Nine Thousand only) plus actual maintenance charges as fixed by the Kendriya Vihar Apartment Owners Association (KVAOA) from time to time exclusive of electrical charges mentioned in Clause 4 below of the said house and the Tenant has agreed to occupy the same house and to pay the said rent and maintenance charges.', 'While the Tenant pays the above said rent directly to the Owner within the period mentioned in Clause 3, the maintenance charge mentioned above shall be paid directly to the KVAOA by the Tenant within the due date stipulated by KVAOA.",none
The Tenant will occupy the premises from 1st September 2011 and the tenancy will be for a period of 11 (eleven) months.,none
"The tenancy will be monthly, commencing from 1st of every calendar month and the Tenant will pay the rent to the Owner on or before the 5th of every calendar month.",none
The Tenant shall pay the electricity charges directly to BESCOM.,none
"The Tenant will carry out day to day repairs such as fuses, leakage of water taps, etc.', 'at his/her own cost but major repairs suck as leakage in electricity, bursting of sanitary pipes, painting, cracks, replacement, etc.', 'will be done by the Owner at his cost.",none
"On the termination of the Rental Agreement, the Tenant shall hand over the vacant possession of the premises to the Owner with all the fixtures and fittings and in good tenantable conditions.",none
"The Tenant shall keep the house premises in good and tenantable conditions, if any damage is caused to the rented premises the Tenant will be held responsible for loss.",none
The Tenant shall not sublet the premises or use the said house for any other purposes other than residence.,none
"The terms “Owner” and ‘Tenant” shall mean and include their representative heirs, legal representatives, administrators and assignors.",none
The Tenant should not alter or make additions to the said house premises without written consent of the Owner.,none
"In case the Owner undertakes additional construction works, no inconvenience shall be caused to the Tenant.",none
"It is agreed by both the Parties that the rent mentioned in Clause 1 will be enhanced by 10% for a further period of eleven months, after the completion of this Rental Agreement.",none
"The Owner shall have the right to enter upon the schedule premises at any time, either to inspect the premises for satisfying themselves that the scheduled premises is being held in accordance with these presents or for carrying out any works/repairs connected with other portions.",none
It is hereby agreed that either the Owner or the Tenant shall have the option at any time to terminate the Rental Agreement.,none
"If the Tenant fails to pay in time the rent, maintenance charge, electricity charges or does not act according to the terms and conditions of this Rental Agreement or does not agree to vacate the rented premises on or before the expiry of this Rental Agreement, the Owner is at liberty to recover the Scheduled Premises without any notice.",none
"The Tenant hereby agrees to pay an interest free advance of Rs.65,000/- (Rupees Sixty Five Thousand Only) as security money.', 'This money will be refunded without and interest, on expiry of the rental period.",none
The Parties to this agreement further agree that the agreement is subject to the prevailing contractual law applicable to the tenancy and rentals.,none
SIGNED & DELIVERED,none
BY THE ABOVE NAMED\tOWNER,none
(Mr. S Parthasarathy),none
SIGNED & DELIVERED,none
BY THE ABOVE NAMED\tTENANT,none
(Mr. Hari Kiran Tholeti),none
IN THE PRESENCE OF THE WITNESSES:,none
House Rental Contract,none
KNOWN ALL MEN BY THESE PRESENTS:,none
"This House Rental Contract, made and entered into this 20th day of May 2007 at Manila by and between:",none
"Antonio Levy S. Ingles.', 'Jr. and/or Mary Rose C. Ingles, of legal age, with residence and postal address at Unit 2006 EGI Taft Tower 2339 Taft Avenue, Malate, Manila, And herein referred to as the Owner(s),",none
— And —,none
"GERALDINE O. GALINATO.', 'of legal age, with residence and postal address at 6 Manganese Road, Pilar Village, Las Pinas, Metro Manila, And herein referred to as the",none
"Resident(s),",none
WITNESSETH:,none
"In consideration of the agreements of the Resident(s), known as: GERALDINE O. GALINATO.', 'the Owner(s), known as: Antonio Levy S. Ingles.', 'Jr. and/or Mary Rose C. Ingles, hereby rent their the dwelling/house located at Lot 6, Block 20, Royal South Townhomes, Marcos Alvarez Avenue, Talon 5, Las Pinas City, Metro Manila for the period commencing on the 20th day of May, 2007, and monthly thereafter until the 20th day of May, 2008, at which time this Agreement is terminated.",none
"Resident(s), in consideration of Owner(s) permitting them to occupy the above property, hereby agrees to the following terms:",none
"RENT: To pay as rental the sum of SIX THOUSAND FIVE HUNDRED PESOS IP 6.500.001 per month, due and payable in advance from the 20th day of every month.",arg_val
"FAILURE TO PAY ON TIME: Failure to pay the rent will result in being served a Notice to End Residential Tenancy.', 'This Notice may be served if you have an outstanding balance from failure to pay your rent.', 'This Notice may also be served from being habitually late in paying your rent regardless of the balance owed.', 'Once the Notice to End Residential Tenancy is received, you will have a prescribed time to pay all of the amount overdue on your rent.', 'A three-dav grace period will be allowed for late payment.', 'Failure to pay the monthly rental within the grace period is subject to FIVE (5%) PERCENT interest per month of delay as penalty.",none
Habitual failure of the Resident(s) to pay within the prescribed time shall result in the Owner(s) taking immediate legal action to evict the Resident(s) from the premises and seize the security deposit.,none
"SECURITY DEPOSIT: Resident(s) agrees to pay a deposit in the amount of SIX THOUSAND FIVE HUNDRED PESOS (P 6.500.001 to secure Resident(s)’s pledge of full compliance with the terms of this agreement.', 'Note: THE DEPOSIT MAY NOT BE USED BY TENANT TO PAY THE RENT DURING THE TENANCY.', 'The security deposit will be used at the end of the tenancy to compensate the Owner(s) for any damages or unpaid rent or charges, and will be repaired or replaced at Resident(s)’s expense with funds other than the deposit.",arg_val
"METHOD OF PAYMENT: The initial advance payment of rent and deposit under this contract be PAID IN CASH at least 7 days before the date of moving-in.', 'Thereafter, monthly rent payments must be paid by POST DATED CHECKS payable to ANTONIO LEVY S. INGLES.', 'JR. until a first check is dishonored and returned unpaid.', 'Regardless of cause, no other additional payments may afterwards be made by check.', 'Checks returned will not be redeposited.', 'The Resident(s) will be notified by a 3 day notice, and will be required to pay the amount due in cash.",none
House Rental Contract,none
KNOWN ALL MEN BY THESE PRESENTS:,none
"This House Rental Contract, made and entered into this 20th day of May 2007 at Manila by and between:",none
"Antonio Levy S. Ingles.', 'Jr. and/or Mary Rose C. Ingles, of legal age, with residence and postal address at Unit 2006 EGI Taft Tower 2339 Taft Avenue, Malate, Manila, And herein referred to as the Owner(s),",none
— And —,none
"GERALDINE O. GALINATO of legal age, with residence and postal address at 6 Manganese Road, Pilar Village, Las Pinas, Metro Manila, And herein referred to as the",none
"Resident(s),",none
WITNESSETH:,none
"In consideration of the agreements of the Resident(s), known as: GERALDINE O. GALINATO.', 'the Owner(s), known as: Antonio Levy S. Ingles.', 'Jr. and/or Mary Rose C. Ingles, hereby rent their the dwelling/house located at Lot 6, Block 20, Royal South Townhomes, Marcos Alvarez Avenue, Talon 5, Las Pinas City, Metro Manila for the period commencing on the 20th day of May, 2007, and monthly thereafter until the 20th day of May, 2008, at which time this Agreement is terminated.",none
"Resident(s), in consideration of Owner(s) permitting them to occupy the above property, hereby agrees to the following terms:",none
"RENT: To pay as rental the sum of SIX THOUSAND FIVE HUNDRED PESOS IP 6.500.001 per month, due and payable in advance from the 20th day of every month.",none
"FAILURE TO PAY ON TIME: Failure to pay the rent will result in being served a Notice to End Residential Tenancy.', 'This Notice may be served if the Resident(s) has an outstanding balance from failure to pay the rent.', 'This Notice may also be served from being habitually late in paying the rent regardless of the balance owed.', 'Once the Notice to End Residential Tenancy is received, the Resident(s) will have a prescribed time to pay all of the amount overdue on the rent.",none
"A three-dav grace period will be allowed for late payment However, failure to pay the",none
"monthly rental within the grace period is subject to FIVE (5%) PERCENT interest per month of delay as penalty.', 'Habitual failure of the Resident(s) to pay within the prescribed time shall result in the Owner(s) taking immediate legal action to evict the Resident(s) from the premises and seize the security deposit.",none
"SECURITY DEPOSIT: Resident(s) agrees to pay a deposit in the amount of SIX THOUSAND FIVE HUNDRED PESOS IP 6.500.001 to secure Resident(s)’s pledge of full compliance with the terms of this agreement.', 'Note: THE DEPOSIT MAY NOT BE USED BY TENANT TO PAY THE RENT DURING THE TENANCY.', 'The security deposit will be used at the end of the tenancy to compensate the Owner(s) for any damages or unpaid rent or charges, and will be repaired or replaced at Resident(s)’s expense with funds other than the deposit.",none
"METHOD OF PAYMENT: The initial advance payment of rent and deposit under this contract be PAID IN CASH at least 7 days before the date of moving-in.', 'Thereafter, monthly rent payments must be paid by POST DATED CHECKS payable to ANTONIO LEVY S. INGLES.', 'JR. until a first check is dishonored and returned unpaid.', 'Regardless of cause, no other additional payments may afterwards be made by check.', 'Checks returned will not be redeposited.', 'The Resident(s) will be notified by a 3 day notice, and will be required to pay the amount due in cash.",none
SCHEDULE OF PAYMENT:,none
"SUBLETTING: Without first requesting permission from the Owner(s), Resident(s) agrees not to assign this agreement, nor to sub-let any part of the property, nor to allow any other person to live therein other than the following:",none
"Surname, Name of the Resident:",none
"Surname, Name:",none
Relation to the Resident:,none
"Surname, Name:",none
Relation to the Resident:,none
"Surname, Name:",none
Relation to the Resident:,none
"Surname, Name:",none
Relation to the Resident:,none
"Surname, Name:",none
Relation to the Resident:,none
"Further, that covenants contained in the House Rental Contract, once breached, cannot afterward be performed; and that eviction proceedings may be commenced at once without notice.",none
"OWNER’S STATEMENTS: All rights given to the Owner(s) by this agreement shall be cumulative in addition to any other laws which might exist or come into being.', 'Any exercise or failure to exercise, by the Owner(s) of any right shall not act as a waiver of any other rights.', 'No statement or promise of Owner(s) as to tenancy, repairs, alternations, or other terms and conditions shall be binding unless specified in writing and specifically endorsed.",none
"COURT COSTS: This agreement shall be governed by the laws of the Republic of the Philippines.', 'In the event that any portion of this agreement shall be found to be unsupportable under the law, the remaining provisions shall continue to be valid and subject to enforcement in the courts without exception.",none
"DEFAULT BY RESIDENT: Any breach or violation of any provision of this agreement by Resident(s) or any untrue or misleading information in Resident(s)’s application shall give the Owner(s) the right to terminate this contract, evict the Resident(s) and to take possession of the residence.', 'The Resident(s) agrees to a forfeiture of the security deposit and Owner(s) may still purse any remaining amounts due and owing.",none
"9.', 'ACCEPTANCE OF PROPERTY: Resident(s) accepts the ""AS IS"" condition of the property, waiving inspection of same by Owner(s) and agrees to notify Owner(s) of any defects.', 'Resident(s) further agrees to indemnify or assure Owner(s) against any loss or liability arising out of Resident(s)’s use of the property.",none
"MAINTENANCE: Resident(s) agrees to maintain the premises during the period of this agreement.', 'This includes woodwork, ceilings, walls, floors, furnishings and fixtures, appliances, windows, screens doors, fences, plumbing, electrical, and mechanical systems.', 'Tacks, nails, or other objects nailed or screwed into the walls or ceilings or floors will be removed at the termination of this agreement.', 'Damage caused by tacks, nails, or other objects nailed or screwed into the ceilings or walls or floors; damage caused by rain and wind as a result of leaving windows or doors open, or damage caused by overflow of water, or stoppage of waste pipes, breakage of glass, and damage to screens, whether caused by abuse or neglect is the responsibility of the Resident(s).",none
RESIDENT’S OBLIGATIONS: The Residents) agrees to meet all of Resident(s)’s obligations; including:,none
"Taking affirmative action to insure that nothing exists which might piace the Owner(s) in violation of applicable building, housing and health codes.",none
"Keeping the dwelling/house clean, and sanitary; removing garbage and trash as they accumulate; maintaining plumbing in good working order to prevent stoppages and or leakage of plumbing, fixtures, faucets, pipes, etc.",none
"Operate all electrical, plumbing, sanitary, and other appliances in a reasonable and safe manner.",none
"Assuring that property belonging to the Owncr(s) is safeguarded against damage, destruction, loss, removal, or theft.",none
"Conducting him/herself, his/her family, friends, guests and visitors in a manner which will not disturb others.', 'Resident(s) warrants that he/she will meet the above conditions in every respect, and acknowledges that failure to do so will be grounds for termination of this agreement and loss of all deposits without further recourse.",none
CLEANING: Resident(s) accepts premises in its current state of cleanliness and agrees to return it in a like condition.,none
"REMOVAL OF PROPERTY: Resident(s) agrees not to remove or alter in any way Owner(s)’s property without first requesting permission from the Owner(s).', 'Any removal or alteration of Owner(s)’s property without permission shall constitute abandonment and surrender of the premises, and termination by the tenant of this agreement Owner(s) may take immediate possession and exclude Resident(s) from the property, storing all Resident(s) possessions at Resident(s)’s expense pending reimbursement in full for Owner(s)’s loss and damages.",none
"REPAIRS: The Resident(s) should contact the Owner(s) for emergencies or for urgent and major repairs.', 'In the event repairs are needed beyond the competence of the Resident(s), he/she is urged to arrange for professional assistance.', 'Any improvement made by the tenant shall become the property of the Owner(s) at the conclusion of this agreement.",none
"UTILITIES: Resident(s) shall be responsible for payments of all utilities, electricity, water and sewer charges, association dues, telephone or other bills incurred during their residency.', 'They specifically authorize the Owner(s) to deduct amounts of unpaid bills from their deposits in the event they remain unpaid after the termination of this agreement.",none
"PHONE: Resident(s) may install and maintain telephone service, and agrees to furnish to the owner the phone number, and any changes, within 3 days after installation.",none
VEHICLES: Resident(s) agrees to park ONLY ON THE PAVED DRIVEWAY PROVIDED his/her automobile described as follows:,none
Resident(s) agrees that no vehicle may be repaired in the paved driveway.,none
PETS: The Resident(s) specifically understands and agrees:,none
"No pet which is attacked-trained or vicious, with a history of biting people or other animals, or of property damage will be kept on the premises;",none
"That the Resident(s) is solely responsible for any and all damage to the Owner(s)’s property including, but not limited to the premises, blinds, wall, furnishings and appliances;",none
"That in a like manner, he/she is responsible for any and all damage or loss to persons or property of others caused by the Resident(s)’s pet(s) and in this regard does hereby agree to hold the Owner(s) harmless for any such damage;",none
That all pet(s) should be maintained in a humane and lawful manner;,none
"That all pet waste shall be removed and disposed of promptly, including waste in neighbor’s yards distributed by Resident(s)’s pets;",none
That all pets shall be maintained so as to not cause annoyance to others.,none
"RESIDENT’S ABANDONMENT: If Resident(s) leaves said premises unoccupied for 15 days while rent is due and unpaid, Owner(s) is granted the right hereunder to take immediate possession thereof and to exclude Resident(s) there from; removing at his/her expense all his/her property contained therein and placing it into storage at Resident(s)’s expense.",none
"TERMINATION: After one month’s rental payment has been received, this contract may be terminated by mutual consent of the parties, or by either party giving written notice of at least 15 days prior to the end of any monthly period.', 'All parties agree that termination of this agreement prior to the 20th day of May, 2008 regardless of cause will constitute a breach of the tenancy as agreed on page 1 and all deposits shall be forfeited in favor of the Owner(s) as full liquidated damages at the Owner(s)’s option.",none
"RETURN OF DEPOSIT: Thirty days after termination of occupancy, the Owner(s) will send the balance of the deposit to the address provided by the Resident(s), payable to the signatories hereto, or Owner(s) will impose a claim on the deposit and so notify the Resident(s) by certified letter.', 'If such written claim is not sent, the Owner(s) relinquishes his right to make any further claim on the deposit and must return it to the Resident(s) provided Residents) has given the Owner(s) notice of intent to vacate, abandon, and terminate this agreement proper to the expiration of its full term, at least 7 days in advance.",none
RELEASE OF DEPOSIT: Release of security deposit is subject to the provisions as follows:,none
The full term of this agreement has been completed.,none
Formal written notice has been given.,none
"No damage or deterioration to the premises, structures, or grounds is evident.",none
"The entire dwelling/house, appliance and closets are clean and left free of insects, and all debris and garbage have been removed from the property; walls, ceilings and floors are cleaned and left odorless.",none
"Any and all unpaid charges, delinquent rents, utility charges, etc., have been paid in full.",none
"All keys have been returned, including keys to any new locks installed while Residents) was in possession.",none
A forwarding address has been left with the Owner(s).,none
"OWNERS AGENTS AND ACCESS: The Owner(s) may be represented by an agent who will carry identification.', 'Resident(s) specifically agrees to permit the Owner(s) or agent(s) access to the premises for the purposes of inspection, repairs, or to show the property to another person at reasonable hours, on request.",none
"RENEWAI.', 'TERM: At the end of initial term herein, Owner(s) may elect to renew for",none
another term but at a rental increase of FIVE HUNDRED PESOS IP 500.001 to the current agreed rental pay.,none
"ACKNOWLEDGMENT: In this agreement the Singular number where used will also include the Plural, the Masculine gender will include the Feminine, the terms Owner, Owners, and Owner(s) will include Landlord, Lesser, and the terms Resident, Residents, and Resident(s) will include Tenant, Lessee.', 'The below-signed parties acknowledge that they have read and understand all of the provisions of this agreement.', 'This contract is bound by all heirs, executors, successors and/or assigns.",none
"LEGAL CONTRACT: This is a legally binding contract.', 'If you do not understand any part of this contract, seek competent legal advice before signing.",none
"32.', 'RIGHT TO SIGN: The individual(s) signing this House Rental Contract as to Resident(s) stipulates and warrants that he/she has the right to sign for and to bind all occupants.",none
"IN WITNESS WHEREOF, the parties hereto have set their hands this 2007, at Manila",none
GERALDINE Q. GALINATO,none
Resident,none
CELESTINO ALFARO,none
Resident’s Immediate Relative / Occupant,none
Mary Rose C. Ingles,none
Owner,none
"Antonio Levy S. Ingles, Jr.",none
Owner,none
SIGNED IN THE PRESENCE OF:,none
WITNESS,none
REPUBLIC OF THE PHILIPPINES} CITY OF MANILA},none
"BEFORE ME, a Notary Public, for and in Manila personally appeared the following persons:",none
known to me and to me known to be the same persons who executed the foregoing instrument and acknowledgement to me that the same is their free and voluntary act and deed.,none
"This instrument refers to as House Rental Contract of a two-bedroom residential unit located at Lot 6, Block 20, Royal South Townhomes, Marcos Alvarez Avenue, Talon 5, Las Pinas City, Metro Manila, consisting of five (5) pages including this one wherein this acknowledgement is written and has been signed by the parties hereto and their instrumental witnesses at the upper portion of this page and left hand margin of all other pages hereof.",none
"WITNESS MY HAND AND SEAL, this",none
PROMISORY NOTE DOCUMENT:,none
"I, GERALDINE O. CAM NATO Resident(s), of legal age, with residence and postal address at 6 Manganese Road, Pilar Village, Las Pinas, Metro Manila, PROMISED TO GIVE ALL THE ELEVEN (11) POST DATED CHECKS on or before the 20th of June 2007, payable to ANTONIO LEVY S. INGLES.', 'JR..', 'Owner(s), as monthly rent payments from June 20, 2007 to May 20, 2007 of the Owner(s)’ house located at Lot 6, Block 20, Royal South Townhomes, Marcos Alvarez Avenue, Talon 5, Las Pinas City, Metro Manila",none
"SCHEDULE OF PAYMENT of 11 PDCs from June 20, 2007 to May 20, 2007:",none
Failure to FUFILL THIS PROMISED AS STATED ABOVE will result to Resident(s) and other occupants to freely and voluntarily self evict themselves from the Owner!sf house.,none
"The Resident(s)/ Occupant(s) hereto have set their hands this 20th day of May, 2007, at Lot 6, Block 20, Royal South Townhomes, Marcos Alvarez Avenue, Talon 5, Las Pinas City, Metro Manila",none
GERALDINE Q. GALINATO,none
Resident,none
CELESTINO ALFARO,none
Occupant,none
MIA ALFARO Occupant,none
JED ALFARO,none
Occupant,none
RENTAL AGREEMENT,none
This RENTAL AGREEMENT is made and executed on this 10th- mav 2009\tby and between:,arg_on
BETWEEN,arg_det
Sri.E.Anwar,arg_det
"#222,16™ Main,6th Cross,",arg_det
"BTM 2nd Stage, E.W.S.', 'Bangalore-560076.",arg_det
Hereinafter called as LESSOR of the one part: and,arg_det
Mohammed Ishaq,arg_det
s/o.Mohammed Moosa,arg_det
"#415,ground floor,29th main ,8th cross,",arg_det
"Near M.E.S college,B.T.M 2nd(EWS)",arg_det
Bangalore-560076,arg_det
Here in after called as the “ LESSEE” of the other part and in witnesses as follows,none
"Where as the terms the Lessor and Lessee shall mean and include their respective heirs,legeal representative administrators, executors,and assigns.",none
WHEREAS the Lessor is the sole and absolute owner of the schedule property described hereunder and wheras the Lessor is intend to letout the said house to the lessee on rental basis for a monthly rent of 4000/-(rupees Four thousand only) and whereas the Lessee is willing to take the below house and agreeing to pay the rent the Lessor regularly.,none
"This Lease executed for a period of 1 l(Eleven) Months from the date of 10/05/2009 but it may be extended by mutual consent of the Lessor and Lessee.', 'The above said rent will be enhanced by 10% in every 11 months once on the existing rent.",none
"Whereas the Lessee has paid a sum of Rs.40000/-(Rupees Forty Thousands only) as advance to the Lessor before the following witnesses and acknowledge the receipt of the same.', 'This amount will be refundable to the Lessee by the Lessor at the time of vacating the house and this amount will not carry any interest.",none
"Whereas the Lessee shall not sub-let.runderlet-let the premises to any person without written permission from the Lessor.Incase the Lessee does not pay the said rent to the lessor continuosly three months,the Lessor is at liberty to evict the lessee from the premises.",none
Whereas the Lessee hereby agrees pay to the Lessor every month electricity charges to the concerned authority without arrears.If any arrears at the time of vacating the premises the same will be deducted from the advance amount.,none
Whereas the Lessee hereby agreed to pay the said rent and water charges to the lessor on or before 15th of every English calendar month.,none
Whereas the parties named above shall terminate this agreement by giving 3 months notice in advance.,arg_notice
"Whereas the Lessee hereby agreed to keep the premises in good and tenantable conditions without damages, if any damages caused by the Lessee, the same will be replaced by the Lessee or the said amount will be deducted from the advance.",none
Whereas the lessee shall not make any additional alterations to the schedule premises at all reasonable hours.,none
Whereas the lessee shall allow the Lessor or his legal representatives in the schedule premises under the lease for insepection of the schedule premises at all reasonable hours.,none
Whereas the lessee shall not store and keep any highly inflammable explosive material endangering life and property in the schedule property and the neighborhood.,none
Whereas at the time of vacating the leased portion of house the Lessee shall not ask or demand any compensation from the Lessor at any cost and shall handover the vacant possession of the leased portion of house to the Lessor only.,none
Whereas the lessee shall pay the painting charges of 3200/- at the time of vacating the schedule premises.,none
SCHEDULE,none
"All the piece and parcel of the property bearing Ground Floor in the premises 1^0.415,8* Cross,29th Main, BTM 2nd Stage,E.W.S,Bangalore-560076.",none
"Consisting of: One hall, Kitchen, bathroom and lavatory with RCC roofing.",none
"Fittings: 1-Fan, 1-Geyser.",none
"IN WITNESS WHEREOF both the parties Lessor and Lessee have signed this RENTAL AGREEMENT made on the day,month and year first written at Bangalore..",arg_on
WITNESSES :,none
1),none
LESSOR(OWNER),none
LESSEE(TENANT),none
RENTAL AGREEMENT,none
Parties,none
"The parties to this agreement are LEE MING.', 'IC 521212-01-6009 hereinafter called “landlord,” and JIMMY SINAU.', 'IC 850419-13-5213 herinafter called “tenant.”",none
Property,none
Landlord hereby lets the following property to tenant for the term of this agreement: (a) the real property known as:,none
"58-01-02, Jalan pulai 45.', 'Taman pulai utama, 81300 Skudai.",none
Term,none
This agreement shall run from 1-8-2011 to 1-8-2012.,none
Rent,none
The monthly rental for said property shall be RM 450 due and payable by check by the First day of each month.,none
Deposits,none
"Tenant will pay the following deposits and/or fees: Deposit: RM450, Utilities :RM450",none
"This amount will be refunded within three weeks following the termination of the tenancy; unpaid rent, charges for damages beyond normal wear and tear, and costs for reasonable cleaning may be deducted.",none
"In addition, it is agreed:",none
"Tenant shall not lease, sublease or assign the premises without the prior written consent of the landlord (but this consent shall not be withheld unreasonably).",none
"Landlord may enter the premises at reasonable times for the purpose of inspection, maintenance or repair, and to show the premises to buyers or prospective tenants.', 'In all instances, except those of emergency or abandonment, the landlord shall give tenant reasonable notice (at least one day) prior to such an entry.",none
"Tenant agrees to occupy the premises and shall keep the same in good condition, reasonable wear and tear excepted, and shall not make any alterations thereon without the written consent of the landlord.",none
"Tenant agrees not to use the premises in such a manner as to disturb the peace and quiet of other tenants in the building.', 'Tenant further agrees not to maintain a public nuisance and not conduct business or commercial activities on the premises.",none
"Tenant shall, upon termination of this agreement, vacated and return dwelling in the same condition that it was received, less reasonable wear and tear, and other damages beyond the Tenant’s control.",none
"In a dispute between landlord and tenant which gives rise to any action in court, the losing party will pay the court costs and reasonable attorney fees of the successful party.",none
"We, the undersigned, agree to this Rental Agreement:",none
AGREEMENT OF RENTAL LEASE,none
THIS AGREEMENT OF RENTAL LEASE made and entered into on this the 15th day of February 2012 (15.02.2012).,arg_on
By and between,none
"Mr M.SANTOSH S/O.M.DATTATREYA SASTRY, aged 31 years, having permanent residence at Flat\tFI,Golden",arg_det
"pearl,No:3,V.O.C.Street,Near SAN Academy School,Padmavathy Nagar,Velachery,Chennai-600042., hereinafter referred to as the “LANDLORD” (Which term shall mean and include her legal heirs, executors, administrators, legal representatives and assigns) of ONE PART.",arg_det
AND,none
"Mr. Jeyanth B, S/o.', 'Balasundaram C aged 30 years, working as a software Engineer, Cognizant Technology Solutions ,Chennai., having permanent residence at No 5/856, Lakeview 3rd Street, Iyyappa Nagar, Madipakkam Chennai - 91 hereinafter referred to as the TENANT”(which term shall mean and include his legal heirs, successors, executors, administrators, legal representatives and assigns) of THE OTHER PART.",arg_det
:2:,none
"WHEREAS the LANDLORD is the owner, and landlord of all that First Floor premises, (comprising of a 2 Bed Room portion) of the residential Flat bearing address, FLAT NO: FI, GOLDEN PEARL, NO.3, V.O.C.STREET, PADMAVATHI NAGAR EXTN., VELACHERY, CHENNAI - 600 042, more fully described in the schedule hereunder and “SCHEDULE PREMISES”.",none
WHEREAS the TENANT approached the LANDLORD to let out the SCHEDULE PREMISES and the LANDLORD agreed to let out the SCHEDULE PREMISES on the terms and conditions hereinafter set forth.,none
NOW THEREFORE THIS AGREEMENT OF LEASE WITNESSETH:,none
RENTAL LEASE PERIOD: The Lease is for a period of 11 (Eleven) months effective from 11th day of March 2012 to 10th day of February 2013.,arg_till
"SECURITY DEPOSIT: The TENANT has paid Rs.30,000/- (Rupees Thirty Thousand only) in Post Dated Cheque (Cheque Dated 31/03/2012) on 05/03/2012 in advance to the LANDLORD towards SECURITY DEPOSIT and hereby the LANDLORD acknowledges the receipt of the above said amount.', 'This amount shall not carry any Interest and shall be refunded by the LANDLORD to the TENANT, after deducting any outstanding arrears (which shall include unpaid rent, key replacement costs, cost for repair of damages to SCHEDULE PREMISES and / or common areas above ordinary wear and tear and any other amount legally allowable under the terms of this agreement) when the TENANT hand over the vacant possession of the SCHEDULE PREMISES to the LANDLORD.', 'If the SECURITY DEPOSIT does not cover such costs and damages, the TENANT shall immediately pay the said additional costs for damages to the LANDLORD.",arg_val
